Orientation,Parent,Fluor,PWM,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,fluorescence_change
bottom,gen_192,GFP,Lrp,0.000843696275786,"[64, 77]",105,1384,1.0,1.0,0.0009616104540886215,True,loss,0.0
bottom,gen_192,GFP,PutA,0.0009956113252303,"[54, 60]",1461,28,1.0,1.0,0.0010838596593994833,True,gain,0.0
top,gen_106,GFP,Dan,9.431440530823453e-08,"[17, 28]",4448,104,1.0,1.0,3.171377751952246e-07,True,gain,0.0
bottom,gen_106,RFP,ArgP,5.306766417176972e-05,"[58, 77]",4529,23,1.0,1.0357142857142856,9.869333612023753e-05,True,gain,0.0357142857142855
bottom,gen_106,RFP,Dan,5.13375050531523e-13,"[96, 107]",897,3655,1.0,1.0,3.0999114753371536e-12,True,loss,0.0
bottom,gen_106,RFP,Fis,1.269882705371158e-09,"[85, 102]",4441,111,1.0,1.0,5.561615922597757e-09,True,gain,0.0
bottom,gen_106,RFP,IclR,2.716581231972272e-39,"[53, 69]",4486,66,1.0,3.9470032467532463,6.533608081641786e-38,True,gain,2.9470032467532463
bottom,gen_106,RFP,MraZ,9.964406817079348e-08,"[71, 79]",4357,195,1.0,1.0,3.326939593749552e-07,True,gain,0.0
bottom,gen_106,RFP,MraZ,0.000299627291229,"[76, 84]",382,4170,1.0,1.0,0.0004273076645768352,True,loss,0.0
bottom,gen_106,RFP,NanR,0.0002864927600096,"[89, 96]",574,3978,1.0,1.0,0.00041230550350265967,True,loss,0.0
bottom,gen_106,RFP,OxyR,5.1413070479381186e-12,"[45, 65]",4138,414,1.0,1.0,2.883602648626162e-11,True,gain,0.0
bottom,gen_106,RFP,PutA,6.622627468681249e-18,"[101, 107]",860,3692,1.0,1.0,5.836961725502294e-17,True,loss,0.0
top,gen_106,RFP,AraC,9.451886687693784e-15,"[14, 34]",4170,382,1.0,1.0,6.558574221707113e-14,True,gain,0.0
top,gen_106,RFP,Dan,5.476452074331234e-06,"[14, 25]",4508,44,1.0,1.0102739726027394,1.3283906826454737e-05,True,gain,0.0102739726027394
top,gen_106,RFP,Dan,1.3621746327621855e-46,"[17, 28]",4448,104,1.0,3.916033761320646,3.8658516077790825e-45,True,gain,2.916033761320646
top,gen_106,RFP,Dan,4.500424904964428e-05,"[47, 58]",564,3988,1.0,1.0,8.537570775594282e-05,True,loss,0.0
top,gen_106,RFP,Fis,1.5727909155356058e-19,"[15, 32]",4353,199,1.0,1.0,1.5606925238776397e-18,True,gain,0.0
top,gen_106,RFP,Fis,6.486314494384824e-11,"[36, 53]",4483,69,1.0,1.0399999999999998,3.252721708227901e-10,True,gain,0.0399999999999998
top,gen_106,RFP,MalT,5.866395009707364e-10,"[18, 27]",553,3999,1.0,1.0,2.634308392017326e-09,True,loss,0.0
bottom,gen_106,GFP,IclR,4.941246066169668e-07,"[53, 69]",4486,66,1.0,1.0,1.4638054630260457e-06,True,gain,0.0
bottom,gen_106,GFP,Lrp,0.000180866279206,"[67, 80]",4491,61,1.0,1.0,0.00027745864885763674,True,gain,0.0
top,gen_34,GFP,CsgD,0.0002328575470928,"[51, 65]",739,1911,1.0,1.0,0.0003459946170939091,True,loss,0.0
bottom,gen_64,RFP,Dan,0.0003278063804872,"[22, 33]",1768,10,1.0,1.0789993416721526,0.0004582830087796422,True,gain,0.0789993416721526
top,gen_64,RFP,DnaA,0.0010480123957612,"[82, 92]",1764,14,1.0,1.030612244897959,0.001124058646700788,True,gain,0.0306122448979591
top,gen_64,RFP,Fis,0.000404011076377,"[73, 90]",1765,13,1.0,1.0612244897959182,0.0005453739437246903,True,gain,0.0612244897959182
top,gen_29,GFP,Dan,3.384179461687383e-05,"[107, 118]",7023,21,1.0,1.0,6.533538307665846e-05,True,gain,0.0
top,gen_29,GFP,IHF,0.0012030854221159,"[39, 53]",1705,5339,1.0,1.0,0.0012424877831022287,True,loss,0.0
top,gen_29,GFP,IHF,3.3158892174101385e-06,"[90, 104]",1883,5161,1.0,1.0,8.387249196978587e-06,True,loss,0.0
bottom,gen_29,GFP,CytR,0.0005045042719046,"[20, 43]",1325,5719,1.0,1.0,0.0006484525016599885,True,loss,0.0
bottom,gen_29,GFP,Dan,0.0009552610848867,"[22, 33]",1170,5874,1.0,1.0,0.0010524188505079404,True,loss,0.0
bottom,gen_29,GFP,Lrp,2.4746252949237555e-05,"[20, 33]",1802,5242,1.0,1.0,4.952740893507488e-05,True,loss,0.0
top,gen_125,GFP,Dan,1.337225580337204e-10,"[16, 27]",1573,150,1.0,1.0,6.543183098270664e-10,True,gain,0.0
top,gen_125,GFP,IclR,9.70811738934574e-12,"[13, 29]",1579,144,1.0,1.0,5.298391759800617e-11,True,gain,0.0
bottom,gen_125,RFP,Dan,1.0617134823732758e-05,"[55, 66]",267,1456,1.0,1.0491803278688523,2.3951851057037812e-05,True,loss,-0.0491803278688522
bottom,gen_125,RFP,IclR,0.0004476022459373,"[44, 60]",1697,26,1.0229007633587786,3.813715367406642,0.0005864705327654928,True,gain,2.7908146040478634
bottom,gen_125,RFP,Lrp,4.820670539921696e-05,"[54, 67]",1657,66,1.0348837209302324,1.0,9.048322084853024e-05,True,gain,-0.0348837209302324
bottom,gen_125,RFP,NanR,0.001296138341391,"[29, 36]",1685,38,1.0315789473684207,1.0,0.001317493056184691,True,gain,-0.0315789473684207
bottom,gen_125,RFP,PutA,3.908767343553202e-07,"[29, 35]",245,1478,1.222222222222222,1.0,1.1826313135398707e-06,True,loss,0.2222222222222221
bottom,gen_125,RFP,RelB,4.876531646741598e-24,"[84, 99]",485,1238,2.0,1.0,5.718841658451511e-23,True,loss,1.0
top,gen_125,RFP,CytR,0.0012403416769424,"[66, 89]",1700,23,1.0231691316793894,3.6666666666666665,0.0012717086991194115,True,gain,2.643497534987277
top,gen_125,RFP,Dan,1.5017406403383516e-44,"[16, 27]",1573,150,1.0,3.9592531789713417,4.0980191704617704e-43,True,gain,2.9592531789713417
top,gen_125,RFP,Dan,0.0008027457491033,"[42, 53]",1703,20,1.022222222222222,3.687272727272728,0.0009316399722873025,True,gain,2.6650505050505062
top,gen_125,RFP,IclR,1.7014419421564052e-51,"[13, 29]",1579,144,1.0,3.9598545934551694,5.614758409116137e-50,True,gain,2.959854593455169
top,gen_125,RFP,MraZ,0.0001855347817932,"[68, 76]",1679,44,1.0327868852459017,1.0,0.0002840063164666136,True,gain,-0.0327868852459016
bottom,gen_125,GFP,FhlA,0.0006837301475081,"[37, 54]",1669,54,1.0,1.0,0.0008187452146109653,True,gain,0.0
bottom,gen_125,GFP,RelB,0.0002221514698834,"[84, 99]",485,1238,1.0,1.0,0.0003328753281568581,True,loss,0.0
top,gen_26,GFP,GlrR,3.850715564381266e-09,"[8, 31]",2927,78,1.0,1.0,1.5930511329029202e-08,True,gain,0.0
bottom,gen_26,RFP,Lrp,1.4530376719592312e-24,"[101, 114]",2895,110,1.0,1.5666666666666669,1.840946836169776e-23,True,gain,0.5666666666666669
top,gen_26,RFP,GlrR,7.739807231561973e-38,"[8, 31]",2927,78,1.0,3.945539008961519,1.743299438347054e-36,True,gain,2.945539008961519
bottom,gen_26,GFP,GadX,2.453785604711768e-05,"[1, 23]",986,2019,1.0,1.0,4.928155048300435e-05,True,loss,0.0
bottom,gen_26,GFP,Lrp,1.6047689013349534e-07,"[101, 114]",2895,110,1.0,1.0,5.175379706805225e-07,True,gain,0.0
bottom,gen_214,RFP,CsgD,0.000999746142635,"[73, 87]",919,3528,1.0,1.0,0.0010864051644499662,True,loss,0.0
top,gen_123,GFP,CytR,0.0015005037042284,"[69, 92]",389,1528,1.0,1.0,0.001501561887376657,True,loss,0.0
bottom,gen_123,RFP,IclR,6.612791821951457e-05,"[85, 101]",323,1594,1.0,1.0,0.00011908060400189236,True,loss,0.0
top,gen_123,RFP,MarA,0.0012005437038274,"[11, 34]",412,1505,1.0,1.0,0.0012421254739578894,True,loss,0.0
top,gen_123,RFP,MraZ,1.516289890756199e-10,"[17, 25]",1904,13,1.0,1.75,7.293611372823885e-10,True,gain,0.75
top,gen_123,RFP,NarL,0.0001184793636374,"[22, 39]",244,1673,1.0,1.0,0.00019391259169719793,True,loss,0.0
top,gen_123,RFP,PutA,0.0006057524697414,"[3, 9]",1907,10,1.0,1.2451612903225804,0.0007448550732782032,True,gain,0.2451612903225803
top,gen_123,RFP,RcdA,1.037777231878696e-06,"[16, 30]",1894,23,1.0,1.2142857142857142,2.8874625334036656e-06,True,gain,0.2142857142857142
bottom,gen_123,GFP,Fis,0.0001243087233195,"[52, 69]",354,1563,1.0,1.0,0.00020159323244613772,True,loss,0.0
bottom,gen_184,GFP,Fis,0.0004515714856736,"[94, 111]",2195,12,1.0,1.0,0.0005905805881758878,True,gain,0.0
bottom,gen_184,GFP,NarP,0.0002526452954256,"[0, 16]",2158,49,1.0,1.0,0.00037035503533980004,True,gain,0.0
top,gen_68,GFP,AcrR,7.791700147479289e-07,"[16, 30]",5638,16,1.0,1.350751879699248,2.229117441385708e-06,True,gain,0.3507518796992479
top,gen_68,GFP,AraC,3.084812544680652e-21,"[8, 28]",5472,182,1.0,1.0,3.266678358881974e-20,True,gain,0.0
top,gen_68,GFP,GlrR,0.0005598916711301,"[5, 28]",5637,17,1.0,1.0,0.0006987566238642146,True,gain,0.0
top,gen_68,GFP,QseB,0.0001450457889875,"[18, 34]",5633,21,1.0,1.0,0.0002291981899479538,True,gain,0.0
bottom,gen_68,RFP,CpxR,4.566136214979376e-11,"[86, 106]",5580,74,1.0,1.4999999999999998,2.356126286929358e-10,True,gain,0.4999999999999998
bottom,gen_68,RFP,CpxR,1.6785168766768534e-05,"[87, 107]",5620,34,1.0,1.5857885984735427,3.5250732334399804e-05,True,gain,0.5857885984735427
bottom,gen_68,RFP,CytR,8.750229896403749e-169,"[73, 96]",5390,264,1.0,3.951186219803504,3.1041440557492297e-166,True,gain,2.951186219803504
bottom,gen_68,RFP,DnaA,1.8048344765812557e-13,"[83, 93]",5628,26,1.0,3.9362170087976542,1.1433304117271437e-12,True,gain,2.9362170087976542
bottom,gen_68,RFP,DnaA,6.9385844715977156e-09,"[97, 107]",5576,78,1.0,1.2117827868852458,2.7734792578020163e-08,True,gain,0.2117827868852457
bottom,gen_68,RFP,IclR,1.815508634672032e-177,"[81, 97]",5396,258,1.0,3.953125,8.587355841998711e-175,True,gain,2.953125
bottom,gen_68,RFP,IHF,3.6796740490718805e-17,"[86, 100]",5615,39,1.0,3.8947368421052633,2.9667372020642036e-16,True,gain,2.8947368421052637
bottom,gen_68,RFP,Lrp,3.484741862701005e-216,"[81, 94]",5381,273,1.0,3.955223880597015,2.4724243515863628e-213,True,gain,2.955223880597015
bottom,gen_68,RFP,Lrp,5.66586556594201e-159,"[86, 99]",5406,248,1.0,3.952129207268099,1.6079726476143425e-156,True,gain,2.952129207268099
bottom,gen_68,RFP,Lrp,6.397948583346081e-16,"[87, 100]",5636,18,1.0,3.9555058136107855,4.82908991477026e-15,True,gain,2.955505813610785
bottom,gen_68,RFP,MraZ,6.114246257550117e-05,"[10, 18]",5644,10,1.0,3.8971088435374144,0.00011123224922389251,True,gain,2.8971088435374144
bottom,gen_68,RFP,Nac,0.0003520596061804,"[4, 21]",5520,134,1.0,1.0,0.00048786384879881596,True,gain,0.0
bottom,gen_68,RFP,NarL,2.8664934506356637e-16,"[82, 99]",1475,4179,1.0,1.0,2.1986779494335174e-15,True,loss,0.0
bottom,gen_68,RFP,PutA,2.087535969804243e-06,"[76, 82]",5640,14,1.0,3.910725229826353,5.547216369198915e-06,True,gain,2.910725229826353
bottom,gen_68,RFP,RelB,5.886556447222189e-05,"[94, 109]",5601,53,1.0,1.046153846153846,0.00010764205668309646,True,gain,0.0461538461538459
top,gen_68,RFP,AcrR,4.1711158748208796e-12,"[16, 30]",5638,16,1.0,3.9538024164889833,2.3770335045665978e-11,True,gain,2.953802416488984
top,gen_68,RFP,AraC,8.899183277368558e-149,"[8, 28]",5472,182,1.0,3.95476673068962,2.104656845097664e-146,True,gain,2.95476673068962
top,gen_68,RFP,CsgD,3.338361930383977e-11,"[9, 23]",857,4797,1.0,1.0,1.748020508935374e-10,True,loss,0.0
top,gen_68,RFP,CsgD,1.5582222828848105e-13,"[30, 44]",5026,628,1.0,1.0,9.915324750733391e-13,True,gain,0.0
top,gen_68,RFP,Dan,8.990832579378402e-08,"[101, 112]",784,4870,1.0,1.0,3.0304017648783735e-07,True,loss,0.0
top,gen_68,RFP,GlrR,8.372733721661114e-15,"[5, 28]",5637,17,1.0,3.9525065963060686,5.881638193582733e-14,True,gain,2.9525065963060686
top,gen_68,RFP,Lrp,1.0338809381532236e-21,"[102, 115]",5425,229,1.0,1.1151685393258426,1.1114220085147154e-20,True,gain,0.1151685393258425
top,gen_68,RFP,Lrp,8.257436944420083e-09,"[103, 116]",1300,4354,1.0,1.0,3.25480639559225e-08,True,loss,0.0
top,gen_68,RFP,NarL,1.118867052957532e-12,"[24, 41]",5640,14,1.0,3.9555058136107855,6.670892219103941e-12,True,gain,2.955505813610785
top,gen_68,RFP,PutA,2.250595019223161e-06,"[55, 61]",5563,91,1.0,1.0337078651685392,5.9360489447540254e-06,True,gain,0.0337078651685391
top,gen_68,RFP,QseB,2.886292433753976e-18,"[18, 34]",5633,21,1.0,3.952794357026587,2.6086936073228612e-17,True,gain,2.952794357026587
top,gen_68,RFP,RelB,3.862170691359272e-08,"[55, 70]",5642,12,1.0,3.9435064935064936,1.412479435834744e-07,True,gain,2.9435064935064936
top,gen_68,RFP,RhaS,0.0003040979122649,"[65, 85]",5500,154,1.0,1.0,0.0004328133776368035,True,gain,0.0
bottom,gen_68,GFP,CpxR,0.0009459832215843,"[87, 107]",5620,34,1.0,1.0,0.0010454967647416913,True,gain,0.0
bottom,gen_68,GFP,CytR,2.235905536914291e-23,"[73, 96]",5390,264,1.0,1.0,2.5586693200656285e-22,True,gain,0.0
bottom,gen_68,GFP,DnaA,7.341890883636824e-06,"[83, 93]",5628,26,1.0,1.1363636363636362,1.7305885654286797e-05,True,gain,0.1363636363636362
bottom,gen_68,GFP,IclR,1.2853329118514739e-25,"[81, 97]",5396,258,1.0,1.0,1.7370356208735632e-24,True,gain,0.0
bottom,gen_68,GFP,IHF,0.000425238370414,"[86, 100]",5615,39,1.0,1.0,0.0005655231936433609,True,gain,0.0
bottom,gen_68,GFP,Lrp,5.9688320803227895e-34,"[81, 94]",5381,273,1.0,1.0,1.1602428386271286e-32,True,gain,0.0
bottom,gen_68,GFP,Lrp,7.358221102385196e-26,"[86, 99]",5406,248,1.0,1.0,1.0039726677196724e-24,True,gain,0.0
bottom,gen_68,GFP,NarL,0.000369374844792,"[82, 99]",1475,4179,1.0,1.0,0.0005075896342951962,True,loss,0.0
top,gen_50,GFP,Fis,0.001053522783759,"[21, 38]",116,1480,1.0,1.0,0.0011259554078012824,True,loss,0.0
bottom,gen_50,RFP,MarA,2.2928624114407508e-08,"[101, 124]",1586,10,1.0,1.2358012170385395,8.607332703265675e-08,True,gain,0.2358012170385395
bottom,gen_49,RFP,AsnC,2.5442914199414266e-06,"[52, 69]",735,13,1.0,3.90027700831025,6.583961474082741e-06,True,gain,2.90027700831025
bottom,gen_49,RFP,NarL,0.0011324412209385,"[60, 77]",724,24,1.0,1.0789473684210529,0.0011940638663002145,True,gain,0.0789473684210528
top,gen_49,RFP,GadX,2.346871763388999e-05,"[42, 64]",725,23,1.0,1.6428571428571426,4.743890359329045e-05,True,gain,0.6428571428571426
top,gen_49,RFP,GadX,8.933282363076289e-06,"[71, 93]",696,52,1.0,1.0,2.0679164230351147e-05,True,gain,0.0
top,gen_49,RFP,NarL,6.192026781953259e-05,"[68, 85]",83,665,1.0,1.0,0.00011207252555601625,True,loss,0.0
top,gen_49,RFP,OxyR,0.0005726256187087,"[44, 64]",727,21,1.0,1.6,0.0007111867425813506,True,gain,0.6000000000000001
top,gen_169,GFP,CsgD,0.0008488730489837,"[65, 79]",883,10,1.0,1.2714285714285714,0.0009659589867745551,True,gain,0.2714285714285713
top,gen_205,GFP,RelB,0.0002442763348889,"[5, 20]",876,3136,1.0,1.0,0.0003599461258643293,True,loss,0.0
bottom,gen_205,RFP,RelB,0.0007788079418011,"[55, 70]",3972,40,1.0,1.0,0.0009095707567207908,True,gain,0.0
top,gen_205,RFP,RelB,0.0011844798711471,"[5, 20]",876,3136,1.0,1.0,0.0012297986145708639,True,loss,0.0
bottom,gen_205,GFP,Lrp,0.0005980366709432,"[84, 97]",3999,13,1.0,1.0110294117647056,0.000736644128531598,True,gain,0.0110294117647056
bottom,gen_205,GFP,Lrp,0.0001391212705979,"[122, 135]",3819,193,1.0,1.0,0.00022156350502628517,True,gain,0.0
bottom,gen_27,RFP,QseB,8.265950328920118e-07,"[55, 71]",832,13,1.0,1.4285714285714284,2.350577859065661e-06,True,gain,0.4285714285714284
bottom,gen_27,GFP,CsgD,0.0001152597737645,"[93, 107]",171,674,1.0,1.0,0.00018951751908670393,True,loss,0.0
bottom,gen_27,GFP,MalT,9.497247146785973e-08,"[110, 119]",787,58,1.0,1.0,3.185955957751607e-07,True,gain,0.0
top,gen_111,GFP,FhlA,0.0005558405360545,"[6, 23]",4650,836,1.0,1.0,0.0006961497975828204,True,gain,0.0
bottom,gen_111,RFP,NsrR,0.0005538961151009,"[116, 131]",5115,371,1.0,1.0,0.0006943273739648207,True,gain,0.0
top,gen_111,RFP,Dan,8.058001813247685e-06,"[84, 95]",5447,39,1.0,1.0,1.8806421995063265e-05,True,gain,0.0
top,gen_111,RFP,FhlA,0.00093741549246,"[111, 128]",1278,4208,1.0,1.0,0.0010408392674497184,True,loss,0.0
top,gen_111,RFP,MraZ,0.000708436144673,"[14, 22]",1085,4401,1.0,1.0,0.0008414330584982196,True,loss,0.0
bottom,gen_111,GFP,CytR,0.0011705948932968,"[13, 36]",2024,3462,1.0,1.0,0.0012195845474215561,True,loss,0.0
bottom,gen_111,GFP,IHF,0.00058653000277,"[37, 51]",5361,125,1.0,1.0,0.0007256199423981081,True,gain,0.0
top,gen_206,GFP,DnaA,0.0010150210137807,"[15, 25]",161,736,1.0,1.0,0.001099476960728865,True,loss,0.0
top,gen_206,GFP,NarL,0.0009836138255564,"[15, 32]",159,738,1.0,1.0,0.0010753066398031831,True,loss,0.0
top,gen_116,GFP,CsgD,0.0009516784159219,"[37, 51]",1827,20,1.0,1.0,0.0010492864585805565,True,gain,0.0
bottom,gen_116,RFP,MraZ,0.0004418733744578,"[66, 74]",94,1753,1.0,1.0,0.0005800354471374821,True,loss,0.0
bottom,gen_116,RFP,NanR,0.0006185991149515,"[33, 40]",1836,11,1.0,1.0,0.0007567173656173953,True,gain,0.0
bottom,gen_47,RFP,Dan,3.271790583504354e-08,"[12, 23]",1408,11,1.0,1.0,1.19965654728493e-07,True,gain,0.0
bottom,gen_47,GFP,Dan,0.000416373405142,"[12, 23]",1408,11,1.0,1.0,0.0005573904357514132,True,gain,0.0
bottom,gen_47,GFP,PutA,0.000912109788223,"[45, 51]",1407,12,1.0,1.0,0.0010199241839940402,True,gain,0.0
top,gen_92,GFP,MraZ,0.0002484549935357,"[4, 12]",2173,216,1.0,1.0,0.00036496649671548476,True,gain,0.0
bottom,gen_92,RFP,Lrp,0.0001059882992335,"[105, 118]",833,1556,1.0,1.0,0.00017756481300157793,True,loss,0.0
bottom,gen_92,RFP,MetR,1.8144466559776613e-05,"[99, 117]",911,1478,1.0,1.0,3.769692247192242e-05,True,loss,0.0
bottom,gen_92,GFP,Lrp,5.766198538513045e-05,"[105, 118]",833,1556,1.0,1.0,0.00010571363987273917,True,loss,0.0
bottom,gen_92,GFP,MetR,2.022940122676278e-08,"[99, 117]",911,1478,1.0,1.0,7.687825855735396e-08,True,loss,0.0
bottom,gen_196,GFP,Dan,0.0012356660586247,"[102, 113]",273,1182,1.0,1.0,0.0012715084388603692,True,loss,0.0
bottom,gen_196,GFP,IclR,0.0001138386898024,"[94, 110]",344,1111,1.0,1.0,0.000187615680406046,True,loss,0.0
bottom,gen_196,GFP,PhoB,7.794917810160782e-06,"[98, 118]",427,1028,1.0,1.0,1.822238611633962e-05,True,loss,0.0
top,gen_72,GFP,Fis,7.1066842697885645e-06,"[58, 75]",1039,42,1.0,1.0,1.6835367243455715e-05,True,gain,0.0
bottom,gen_72,GFP,AraC,0.0001349015102738,"[80, 100]",132,949,1.0,1.0,0.00021581199896112988,True,loss,0.0
bottom,gen_72,GFP,MraZ,0.0004312416697067,"[11, 19]",1064,17,1.0,1.0,0.000571314271177413,True,gain,0.0
bottom,gen_72,GFP,RelB,0.0009603187727096,"[80, 95]",1068,13,1.0,1.0,0.00105635064998056,True,gain,0.0
top,gen_6,GFP,CsgD,0.0005354088720889,"[16, 30]",6101,55,1.0,1.0,0.0006765317804934542,True,gain,0.0
top,gen_6,GFP,MalT,1.2152673380420358e-05,"[102, 111]",5955,201,1.0,1.0,2.694475551065076e-05,True,gain,0.0
top,gen_6,GFP,RelB,0.0001237464369134,"[10, 25]",1041,5115,1.0,1.0,0.00020091097709395262,True,loss,0.0
bottom,gen_6,GFP,Fis,0.0007041412715174,"[96, 113]",1120,5036,1.0,1.0,0.0008382352888281799,True,loss,0.0
bottom,gen_6,GFP,NarL,3.58961917434148e-07,"[92, 109]",6107,49,1.0,1.0,1.0954128190087227e-06,True,gain,0.0
bottom,gen_173,RFP,OxyR,1.587401311191402e-05,"[31, 51]",5135,35,1.0,1.0,3.3669991936929736e-05,True,gain,0.0
top,gen_173,RFP,Fis,0.001030659795049,"[37, 54]",5108,62,1.0,1.0,0.001112172052604206,True,gain,0.0
top,gen_173,RFP,RelB,3.99244613530722e-05,"[64, 79]",4989,181,1.0,1.0,7.624873574698446e-05,True,gain,0.0
top,gen_173,RFP,RelB,0.0003881321446718,"[107, 122]",838,4332,1.0,1.0,0.0005290677361088225,True,loss,0.0
bottom,gen_173,GFP,MraZ,3.180267125686435e-05,"[94, 102]",5105,65,1.0,1.0,6.190396503908163e-05,True,gain,0.0
top,gen_66,GFP,ArcA,0.0001651039650811,"[4, 21]",450,1079,1.0,1.0,0.00025652502489513675,True,loss,0.0
top,gen_66,GFP,IHF,0.0001328437183512,"[2, 16]",314,1215,1.0,1.0,0.00021348271386223422,True,loss,0.0
bottom,gen_66,RFP,Dan,0.0002993210381959,"[121, 132]",275,1254,1.0,1.0,0.00042730035533197395,True,loss,0.0
bottom,gen_66,RFP,IclR,0.0009276227273759,"[82, 98]",1447,82,1.0,1.0,0.001034011508363238,True,gain,0.0
bottom,gen_66,RFP,Lrp,0.0001292750396897,"[121, 134]",258,1271,1.0,1.0,0.0002086931528096522,True,loss,0.0
bottom,gen_66,RFP,PutA,3.461190060204346e-06,"[58, 64]",1519,10,1.0,1.28125,8.739196966957236e-06,True,gain,0.28125
top,gen_66,RFP,ArcA,8.026937212807486e-07,"[4, 21]",450,1079,1.0,1.0,2.287193555215627e-06,True,loss,0.0
top,gen_66,RFP,CsgD,5.573030646754376e-05,"[5, 19]",414,1115,1.0,1.0,0.00010310469997059269,True,loss,0.0
top,gen_66,RFP,IHF,0.0001628513610965,"[2, 16]",314,1215,1.0,1.0,0.00025366199933691934,True,loss,0.0
top,gen_66,RFP,OxyR,0.0002803870274779,"[6, 26]",406,1123,1.0,1.0,0.0004051621099706111,True,loss,0.0
top,gen_171,GFP,Dan,0.001053748260437,"[14, 25]",4687,142,1.0,1.0,0.0011259554078012824,True,gain,0.0
top,gen_171,GFP,MraZ,4.307711597890819e-07,"[22, 30]",4660,169,1.0,1.0,1.2895870796217452e-06,True,gain,0.0
top,gen_171,GFP,MraZ,0.0007869337436087,"[25, 33]",520,4309,1.0,1.0,0.0009170352980539062,True,loss,0.0
top,gen_171,GFP,MraZ,2.270029481181775e-05,"[37, 45]",379,4450,1.0,1.0,4.595109605987073e-05,True,loss,0.0
top,gen_171,GFP,RhaS,4.7092610905601926e-05,"[4, 24]",491,4338,1.0,1.0,8.862654492712087e-05,True,loss,0.0
top,gen_171,RFP,RhaS,0.0005042420416647,"[4, 24]",491,4338,1.0,1.0,0.0006484525016599885,True,loss,0.0
bottom,gen_171,GFP,Lrp,3.2147781105508666e-05,"[91, 104]",687,4142,1.0,1.0,6.249000190235178e-05,True,loss,0.0
bottom,gen_171,GFP,MraZ,1.6368681687937953e-05,"[58, 66]",4718,111,1.0,1.0,3.466740196296113e-05,True,gain,0.0
bottom,gen_171,GFP,RelB,0.0011334771162131,"[87, 102]",1118,3711,1.0,1.0,0.0011940638663002145,True,loss,0.0
top,gen_39,GFP,Lrp,0.0008930691977995,"[93, 106]",4711,316,1.0,1.0,0.0010025832212638376,True,gain,0.0
bottom,gen_39,GFP,CsgD,0.0005140583434374,"[1, 15]",1411,3616,1.0,1.0,0.0006577536423243198,True,loss,0.0
bottom,gen_39,GFP,CsgD,4.015998762222702e-07,"[20, 34]",5006,21,1.0,1.1034482758620687,1.2099155506569032e-06,True,gain,0.1034482758620687
bottom,gen_39,GFP,MalT,7.510220730110911e-07,"[44, 53]",4896,131,1.0,1.0,2.161663938342268e-06,True,gain,0.0
bottom,gen_39,GFP,PutA,4.925421025996374e-06,"[8, 14]",4814,213,1.0,1.0,1.2091993833717741e-05,True,gain,0.0
bottom,gen_39,GFP,PutA,7.733473319134283e-05,"[72, 78]",4904,123,1.0,1.0,0.00013666000796826335,True,gain,0.0
bottom,gen_177,GFP,FhlA,0.0004320417133206,"[100, 117]",360,1297,1.0,1.0,0.0005713580533102809,True,loss,0.0
bottom,gen_131,GFP,Fis,0.0008136286851069,"[2, 19]",552,19,1.0,1.0,0.0009386496781843016,True,gain,0.0
top,gen_10,GFP,NarL,5.0789951619186505e-05,"[100, 117]",2335,28,1.0,1.0,9.483018598371795e-05,True,gain,0.0
top,gen_10,RFP,SoxR,0.0001309614954362,"[61, 81]",2291,72,1.0,1.0,0.00021093571171846518,True,gain,0.0
top,gen_79,GFP,Dan,0.000258096541439,"[43, 54]",2747,36,1.0,1.0,0.00037756597144529997,True,gain,0.0
bottom,gen_79,RFP,Fis,4.639502714828499e-07,"[72, 89]",699,2084,1.0,1.0,1.3830786454499245e-06,True,loss,0.0
bottom,gen_79,RFP,GadX,2.2330185046582324e-08,"[69, 91]",759,2024,1.0,1.0,8.404915804005389e-08,True,loss,0.0
bottom,gen_79,RFP,Lrp,0.0006381786245311,"[71, 84]",370,2413,1.0,1.0,0.0007729302991266175,True,loss,0.0
bottom,gen_79,RFP,Lrp,2.8483222248459327e-06,"[93, 106]",334,2449,1.0,1.0,7.2589683970171904e-06,True,loss,0.0
bottom,gen_79,RFP,Lrp,2.0006019801557824e-06,"[96, 109]",610,2173,1.0,1.0,5.36645408287534e-06,True,loss,0.0
bottom,gen_79,RFP,MraZ,0.0010885678076783,"[19, 27]",2677,106,1.0,1.0,0.001157061961869294,True,gain,0.0
bottom,gen_79,RFP,PutA,1.4365000259371632e-80,"[104, 110]",2660,123,1.0,3.9461315025085817,1.0191967684024172e-78,True,gain,2.9461315025085817
top,gen_79,RFP,Fis,3.961858124135093e-06,"[29, 46]",355,2428,1.0,1.0,9.897670208006507e-06,True,loss,0.0
top,gen_79,RFP,MraZ,0.0001880275637026,"[7, 15]",2688,95,1.0,1.0,0.0002875119751012816,True,gain,0.0
bottom,gen_79,GFP,Fis,4.613235666719518e-06,"[72, 89]",699,2084,1.0,1.0,1.1364898283116312e-05,True,loss,0.0
bottom,gen_79,GFP,PutA,1.964626551904898e-13,"[104, 110]",2660,123,1.0,1.0,1.239024478734689e-12,True,gain,0.0
bottom,gen_176,RFP,NarL,5.545845801985868e-05,"[58, 75]",2238,51,1.0,1.0,0.00010273570748065205,True,gain,0.0
